food_Code,large_Name,middle_Name,food_Name,food_Volume
D230001,떡류,떡류,가래떡,150.00
D230060,떡류,떡류,가래떡(흑미),100.00
D062010,찌개류,육류찌개,가래떡김치말이짜글이,286.00
D072021,찜류,육류찜,가래떡소고기찜,316.30
D288013,원재료,어패류 및 수산물가공품,가리비(통조림),100.00
D081001,구이류,어패류구이,가오리구이,87.00
D071001,찜류,어패류찜,가오리찜,146.00
D081002,구이류,어패류구이,가자미구이,76.00
D061001,찌개류,어패류찌개,가자미매운탕(고추장),133.00
D051229,국(탕)류,맑은국류,가자미미역국,52.01
D111052,조림류,어패류조림,가자미조림,85.60
D111001,조림류,어패류조림,가자미조림,143.00
D071002,찜류,어패류찜,가자미찜,146.00
D121001,튀김류,어패류튀김,가자미튀김,85.00
D123007,튀김류,채소류튀김,가죽부각(가죽자반튀김),1387.00
D140090,김치류,김치류,가지겉절이,452.00
D132044,무침류,숙채,가지나물,434.00
D054001,국(탕)류,냉국류,가지냉국(고춧가루),87.00
D062024,찌개류,육류찌개,가지돼지고기된장찌개,135.50
D083028,구이류,기타 구이류,가지라따뚜이,891.00
D135056,무침류,생채(샐러드),가지말이샐러드,526.00
D013028,밥류,채소밥류,가지밥,95.00
D103001,볶음류,채소 및 해조류볶음,가지볶음,86.00
D103068,볶음류,채소 및 해조류볶음,가지볶음(양파),90.10
D103002,볶음류,채소 및 해조류볶음,가지볶음(양파),106.00
D014126,밥류,비빔밥 및 볶음밥류,가지볶음밥,556.30
D073015,찜류,채소류찜,가지선 ,140.00
D083018,구이류,기타 구이류,가지스테이크,109.50
D051167,국(탕)류,맑은국류,가지양팟국,15.90
D081063,구이류,어패류구이,가지연어구이,331.00
D170027,절임류,장아찌,가지장아찌,1700.00
D093001,전류,채소류전,가지전,97.00
D113001,조림류,채소류조림,가지조림,106.00
D113021,조림류,채소류조림,가지조림,56.10
D113020,조림류,채소류조림,가지조림,60.10
D073001,찜류,채소류찜,가지찜,113.00
D123001,튀김류,채소류튀김,가지튀김,113.00
D013031,밥류,채소밥류,가지표고밥,152.20
D180001,장류,양념류,간장(양조),4.00
D180002,장류,양념류,간장(재래),4.00
D014074,밥류,비빔밥 및 볶음밥류,간장게살볶음밥,126.10
D031082,면 및 만두류,면류,간장곤약볶음국수,402.00
D014046,밥류,비빔밥 및 볶음밥류,간장달걀밥,190.00
D180340,장류,양념류,간장양념장,11.20
D180018,장류,양념류,간장양념장,14.50
D031070,면 및 만두류,면류,간편콩국수,513.00
D081067,구이류,어패류구이,갈릭칩동태구이,180.00
D072010,찜류,육류찜,갈비찜,707.00
D053001,국(탕)류,곰국 및 탕류,갈비탕,136.00
D081003,구이류,어패류구이,갈치구이,87.00
D160001,젓갈류,젓갈류,갈치젓,15.00
D111002,조림류,어패류조림,갈치조림,141.00
D061002,찌개류,어패류찌개,갈치찌개(고추장),151.00
D071003,찜류,어패류찜,갈치찜,146.00
D121002,튀김류,어패류튀김,갈치튀김,82.00
D211001,과일 및 과일가공품,과일류,감(단감),100.00
D211043,과일 및 과일가공품,과일류,감(단감),120.00
D211058,과일 및 과일가공품,과일류,감(대봉),100.00
D211059,과일 및 과일가공품,과일류,감(둥시),100.00
D211002,과일 및 과일가공품,과일류,감(연시),100.00
D211052,과일 및 과일가공품,과일류,감(연시),110.00
D203019,음료류,차류,감잎차(가루),100.00
D281001,원재료,감자 및 전분류,감자(삶은것),130.00
D281002,원재료,감자 및 전분류,감자(생것),75.00
D065042,찌개류,기타찌개류,감자고추장찌개,79.20
D083001,구이류,기타 구이류,감자구이(버터),137.00
D052001,국(탕)류,된장국류,감자된장국,128.00
D052002,국(탕)류,된장국류,감자된장국(고비),129.00
D052003,국(탕)류,된장국류,"감자된장국(열무, 고추장)",99.00
D063032,찌개류,된장찌개류,감자된장찌개,66.00
D051277,국(탕)류,맑은국류,감자들깨미역국,39.90
D051168,국(탕)류,맑은국류,감자맑은국,31.20
D051169,국(탕)류,맑은국류,감자무챗국,54.90
D013021,밥류,채소밥류,감자밥,213.00
D013019,밥류,채소밥류,감자밥,106.70
D013020,밥류,채소밥류,감자밥,169.60
D013001,밥류,채소밥류,감자밥,220.50
D103003,볶음류,채소 및 해조류볶음,감자볶음,96.00
D103004,볶음류,채소 및 해조류볶음,감자볶음(간장),56.00
D103005,볶음류,채소 및 해조류볶음,"감자볶음(간장, 어묵)",143.00
D103006,볶음류,채소 및 해조류볶음,감자볶음(당근),106.00
D055001,국(탕)류,기타,감자스프,79.02
D051230,국(탕)류,맑은국류,감자애호박국,36.30
D051170,국(탕)류,맑은국류,감자양파국,50.10
D055015,국(탕)류,기타,감자양파스프,37.48
D132107,무침류,숙채,감자우엉버무림,127.00
D093002,전류,채소류전,감자전,106.00
D113002,조림류,채소류조림,감자조림,43.00
D113003,조림류,채소류조림,감자조림(어묵),111.00
D061080,찌개류,어패류찌개,감자주꾸미찌개,155.50
D040001,죽류,죽류,감자죽,111.00
D065032,찌개류,기타찌개류,감자짜글이,45.30
D065001,찌개류,기타찌개류,감자찌개(고추장),116.00
D065002,찌개류,기타찌개류,"감자찌개(고추장, 돼지고기)",146.00
D103007,볶음류,채소 및 해조류볶음,감자채볶음,119.00
D022064,과자 및 빵류,과자류,"감자칩(과자,구운것)",100.00
D022065,과자 및 빵류,과자류,"감자칩(과자,튀긴것)",100.00
D031087,면 및 만두류,면류,감자칼국수,185.30
D055016,국(탕)류,기타,감자크림스프,93.02
D053002,국(탕)류,곰국 및 탕류,감자탕,159.00
D124001,튀김류,기타 튀김류,감자튀김,137.00
D051231,국(탕)류,맑은국류,감자풋고추국,56.50
D051001,국(탕)류,맑은국류,감잣국,123.00
D051002,국(탕)류,맑은국류,감잣국(당면),55.00
D051003,국(탕)류,맑은국류,감잣국(양파),143.00
D051004,국(탕)류,맑은국류,감잣국(유부),133.00
D051005,국(탕)류,맑은국류,감잣국(호박),82.00
D212039,과일 및 과일가공품,가공품류,감잼(단감),100.00
D200009,음료류,과채류,감주스,100.00
D140001,김치류,김치류,갓김치,40.00
D140017,김치류,김치류,갓물김치,124.00
D012066,밥류,잡곡밥류,강낭콩밥,100.00
D135034,무침류,생채(샐러드),강낭콩샐러드,281.40
D012099,밥류,잡곡밥류,강낭콩현미밥,125.00
D063030,찌개류,된장찌개류,강된장찌개,113.00
D022085,과자 및 빵류,과자류,강정,1532.00
D013046,밥류,채소밥류,강황고구마밥,535.00
D017002,밥류,기타,강황밥,90.01
D230002,떡류,떡류,개피떡,150.00
D230003,떡류,떡류,개피떡(쑥),150.00
D284005,원재료,난류,거위알(삶은것),100.00
D284004,원재료,난류,거위알(생것),100.00
D103074,볶음류,채소 및 해조류볶음,건곤드레해물볶음,164.00
D135035,무침류,생채(샐러드),건과일조샐러드,107.65
D101001,볶음류,어패류볶음,건꼴뚜기볶음(고추장),38.00
D111003,조림류,어패류조림,건꼴뚜기조림,46.00
D022001,과자 및 빵류,과자류,건빵,30.00
D051232,국(탕)류,맑은국류,건새우근대국,71.00
D051171,국(탕)류,맑은국류,건새우무국,55.20
D051233,국(탕)류,맑은국류,건새우미역국,8.00
D101002,볶음류,어패류볶음,건새우볶음(고추장),33.00
D051278,국(탕)류,맑은국류,건새우시금치국,47.50
D051279,국(탕)류,맑은국류,건새우콩나물국,69.80
D132091,무침류,숙채,건파래무침,119.00
D212071,과일 및 과일가공품,가공품류,건포도,100.00
D021001,과자 및 빵류,빵류,건포도빵,80.00
D124022,튀김류,기타 튀김류,검은깨라면크로켓,365.00
D095035,전류,기타 전류,검은콩전,88.50
D012001,밥류,잡곡밥류,검정콩밥,200.00
D288001,원재료,어패류 및 수산물가공품,게맛살,30.00
D133001,무침류,어패류무침,게맛살무침(고추장),70.00
D101003,볶음류,어패류볶음,게맛살볶음,91.00
D051280,국(탕)류,맑은국류,게맛살연두부국,103.00
D091001,전류,어패류전,게맛살전,113.00
D091002,전류,어패류전,게맛살전(느타리버섯),92.00
D061003,찌개류,어패류찌개,게맛살찌개(고추장),151.00
D121003,튀김류,어패류튀김,게맛살튀김,70.00
D051172,국(탕)류,맑은국류,게살달걀국,64.30
D014075,밥류,비빔밥 및 볶음밥류,게살달걀볶음밥,123.72
D014047,밥류,비빔밥 및 볶음밥류,게살볶음밥,103.50
D053114,국(탕)류,곰국 및 탕류,게살연두부탕,52.71
D160002,젓갈류,젓갈류,게장,56.00
D051006,국(탕)류,맑은국류,게장국,176.00
D160028,젓갈류,젓갈류,게젓(염절임),100.00
D111004,조림류,어패류조림,게조림,160.00
D092013,전류,육류전,겨자깨소스를 곁들인 소고기찹쌀전,156.05
D014037,밥류,비빔밥 및 볶음밥류,겨자소스를 곁들인 영양밥 강정,264.10
D291012,원재료,조미로류,겨자페이스트,100.00
D053085,국(탕)류,곰국 및 탕류,견과류들깨해장탕,550.00
D203001,음료류,차류,결명자차,2.00
D230004,떡류,떡류,경단(카스텔라),130.00
D284001,원재료,난류,계란(삶은것),50.00
D284002,원재료,난류,계란(생것),50.00
D051007,국(탕)류,맑은국류,계란국,33.00
D051008,국(탕)류,맑은국류,계란국(표고버섯),53.00
D051126,국(탕)류,맑은국류,계란국(표고버섯),37.00
D015001,밥류,덮밥 및 국밥류,계란덮밥,387.00
D095001,전류,기타 전류,계란말이,78.00
D102001,볶음류,육류 및 난류볶음,계란볶음,117.00
D095002,전류,기타 전류,계란부침(김말이),54.00
D095003,전류,기타 전류,"계란부침(양파, 당근)",78.00
D095004,전류,기타 전류,"계란부침(양파, 실파)",78.00
D135054,무침류,생채(샐러드),계란숙샐러드,612.00
D031088,면 및 만두류,면류,계란잔치국수,93.00
D112001,조림류,육류 및 난류조림,계란장조림,143.00
D112002,조림류,육류 및 난류조림,계란장조림(소고기),177.00
D074001,찜류,기타 찜류,계란찜,64.00
D074009,찜류,기타 찜류,계란찜,60.10
D095005,전류,기타 전류,계란프라이,55.00
D203020,음료류,차류,계피차(가루),100.00
D140078,김치류,김치류,고구마 김치,114.20
D140099,김치류,김치류,고구마 김치,44.30
D281018,원재료,감자 및 전분류,고구마(생것),100.00
D281003,원재료,감자 및 전분류,고구마(찐것),140.00
D083033,구이류,기타 구이류,고구마두부스테이크,605.00
D124002,튀김류,기타 튀김류,고구마맛탕,157.00
D013002,밥류,채소밥류,고구마밥,210.00
D103008,볶음류,채소 및 해조류볶음,고구마볶음(고추장),91.00
D055007,국(탕)류,기타,고구마수프,108.00
D135062,무침류,생채(샐러드),고구마순나물 무침,80.00
D074011,찜류,기타 찜류,고구마순프리타타,163.05
D093003,전류,채소류전,고구마전,106.00
D113004,조림류,채소류조림,고구마조림,122.00
D103009,볶음류,채소 및 해조류볶음,고구마줄기볶음,87.00
D103071,볶음류,채소 및 해조류볶음,고구마줄기볶음,74.70
D103010,볶음류,채소 및 해조류볶음,고구마줄기볶음(말린것),30.00
D124003,튀김류,기타 튀김류,고구마튀김,120.00
D124004,튀김류,기타 튀김류,고구마튀김(당근),102.00
D140002,김치류,김치류,고들빼기김치,40.00
D170001,절임류,장아찌,고들빼기장아찌,23.00
D288002,원재료,어패류 및 수산물가공품,고등어(통조림),60.00
D081004,구이류,어패류구이,고등어구이,87.00
D081042,구이류,어패류구이,고등어구이(간고등어구이),316.00
D081005,구이류,어패류구이,고등어구이(자반고등어),72.00
D051009,국(탕)류,맑은국류,고등어국,123.00
D091003,전류,어패류전,고등어전,108.00
D111005,조림류,어패류조림,고등어조림(고추장),155.00
D111053,조림류,어패류조림,고등어조림(고추장),90.10
D061004,찌개류,어패류찌개,"고등어찌개(고추장, 된장)",182.00
D071004,찜류,어패류찜,고등어찜,146.00
D071005,찜류,어패류찜,고등어찜(자반고등어),129.00
D121045,튀김류,어패류튀김,고등어카레탕수,930.00
D121004,튀김류,어패류튀김,고등어튀김,93.00
D301004,주류,주류,고량주,100.00
D132002,무침류,숙채,고비나물,64.00
D052004,국(탕)류,된장국류,고비된장국,89.00
D103011,볶음류,채소 및 해조류볶음,고비볶음,96.00
D051010,국(탕)류,맑은국류,고사리국,84.00
D132108,무침류,숙채,고사리나물,96.65
D103012,볶음류,채소 및 해조류볶음,고사리나물,75.00
D103013,볶음류,채소 및 해조류볶음,고사리나물(들깨),56.00
D051234,국(탕)류,맑은국류,고사리들깨국,23.50
D093041,전류,채소류전,고사리전,126.10
D292019,원재료,채소류,고수,100.00
D140088,김치류,김치류,고추김치,291.00
D123015,튀김류,채소류튀김,고추부각,137.00
D140079,김치류,김치류,고추소박이김치,95.30
D015046,밥류,덮밥 및 국밥류,고추잡채덮밥,255.02
D180003,장류,양념류,고추장,4.00
D180342,장류,양념류,고추장(재래),100.00
D230018,떡류,떡류,고추장떡(장떡),63.30
D170002,절임류,장아찌,고추장아찌,25.00
D051235,국(탕)류,맑은국류,고추장어묵국,62.53
D065033,찌개류,기타찌개류,고추장찌개,121.30
D180052,장류,양념류,고추장찌개장,172.00
D093004,전류,채소류전,고추전,146.00
D123002,튀김류,채소류튀김,고추튀김,61.00
D291013,원재료,조미로류,고춧가루,100.00
D091021,전류,어패류전,고춧잎 조갯살전 ,176.00
D132003,무침류,숙채,고춧잎나물,37.00
D113022,조림류,채소류조림,고춧잎두부조림,118.50
D103014,볶음류,채소 및 해조류볶음,고춧잎볶음,104.00
D103075,볶음류,채소 및 해조류볶음,고춧잎지짐이,149.50
D013035,밥류,채소밥류,곤드레나물밥,124.00
D014117,밥류,비빔밥 및 볶음밥류,곤드레무밥/양념장,124.90
D013029,밥류,채소밥류,곤드레밥,138.30
D014124,밥류,비빔밥 및 볶음밥류,곤드레밥/부추파프리카양념장,183.30
D083019,구이류,기타 구이류,곤드레프리타타,207.85
D113025,조림류,채소류조림,곤약 감자조림,423.00
D103085,볶음류,채소 및 해조류볶음,곤약냉잡채,364.00
D053094,국(탕)류,곰국 및 탕류,곤약어묵탕,97.03
D114001,조림류,기타 조림류,곤약조림,106.00
D082061,구이류,육류구이,곤약함박스테이크,459.50
D211095,과일 및 과일가공품,과일류,골드키위,100.00
D133002,무침류,어패류무침,골뱅이무침(초고추장),77.00
D031089,면 및 만두류,면류,골뱅이비빔면,157.50
D053003,국(탕)류,곰국 및 탕류,곰국,64.00
D021002,과자 및 빵류,빵류,곰보빵,80.00
D082001,구이류,육류구이,곱창구이(소고기),93.00
D053004,국(탕)류,곰국 및 탕류,"곱창국(소고기, 고추장)",161.00
D102002,볶음류,육류 및 난류볶음,"곱창볶음(돼지고기, 고추장)",160.00
D064001,찌개류,전골류,곱창전골(소고기),98.00
D212040,과일 및 과일가공품,가공품류,곶감,100.00
D021065,과자 및 빵류,빵류,곶감토르띠야피자,84.00
D021047,과자 및 빵류,빵류,과일 페이스트리,100.00
D122022,튀김류,육류튀김,과일먹은 닭탕수,747.20
D200024,음료류,과채류,과일채소(음료),100.00
D022002,과자 및 빵류,과자류,"과자(스넥, 새우)",110.00
D022003,과자 및 빵류,과자류,과자(초코파이),85.00
D040085,죽류,죽류,관자브로콜리스프,426.00
D053080,국(탕)류,곰국 및 탕류,관자해장국,1028.00
D111006,조림류,어패류조림,광어조림(고추장),155.00
D061005,찌개류,어패류찌개,광어찌개(고추장),196.00
D121005,튀김류,어패류튀김,광어튀김,93.00
D051330,국(탕)류,맑은국류,괴산올갱이국(향토-충청도),66.00
D203021,음료류,차류,구기자차(말린것),100.00
D211003,과일 및 과일가공품,과일류,구아바,100.00
D200010,음료류,과채류,구아바주스,100.00
D015076,밥류,덮밥 및 국밥류,구운달걀 카레덮밥,293.80
D016034,밥류,김(초)밥,구운주먹밥,195.00
D203022,음료류,차류,구절초차(말린것),100.00
D105001,볶음류,기타 볶음류,구절판,145.00
D211060,과일 및 과일가공품,과일류,구즈베리(생것),100.00
D031001,면 및 만두류,면류,국수장국,340.00
D064002,찌개류,전골류,국수전골,104.00
D203023,음료류,차류,국화차(말린것),100.00
D032001,면 및 만두류,만두류,군만두(초간장포함),19.00
D288016,원재료,어패류 및 수산물가공품,굴(생것),100.00
D288014,원재료,어패류 및 수산물가공품,굴(통조림),100.00
D288015,원재료,어패류 및 수산물가공품,굴(훈제통조림),100.00
D051011,국(탕)류,맑은국류,굴국,120.00
D015036,밥류,덮밥 및 국밥류,굴국밥,91.70
D064018,찌개류,전골류,굴림만두 전골,524.10
D052080,국(탕)류,된장국류,굴림만두된장국,839.00
D017003,밥류,기타,굴무밥,225.00
D133003,무침류,어패류무침,굴무침,88.00
D133004,무침류,어패류무침,굴무침(무),134.00
D081006,구이류,어패류구이,굴비구이,85.00
D121006,튀김류,어패류튀김,굴비튀김,100.00
D287035,원재료,소스류,굴소스,100.00
D014112,밥류,비빔밥 및 볶음밥류,굴소스야채볶음밥(소),123.00
D014090,밥류,비빔밥 및 볶음밥류,굴소스해물볶음밥,173.60
D091004,전류,어패류전,굴전,113.00
D151001,회류,어패류회,굴회,80.00
D104013,볶음류,곡류 및 두류볶음,궁중떡볶이,409.00
D012027,밥류,잡곡밥류,귀리누룽지,70.00
D012055,밥류,잡곡밥류,귀리누룽지,61.80
D012051,밥류,잡곡밥류,귀리밥,45.00
D012057,밥류,잡곡밥류,귀리밥,58.00
D012029,밥류,잡곡밥류,귀리밥,190.00
D012076,밥류,잡곡밥류,귀리수수밥,96.00
D012058,밥류,잡곡밥류,귀리영양밥,190.00
D012077,밥류,잡곡밥류,귀리차조밥,96.00
D014038,밥류,비빔밥 및 볶음밥류,귀리토마토리소토,355.90
D012078,밥류,잡곡밥류,귀리현미밥,88.00
D211004,과일 및 과일가공품,과일류,귤,100.00
D211100,과일 및 과일가공품,과일류,귤 프리저브,52.00
D212041,과일 및 과일가공품,가공품류,귤(통조림),100.00
D212042,과일 및 과일가공품,가공품류,귤잼,100.00
D212078,과일 및 과일가공품,가공품류,귤젤리,102.20
D200011,음료류,과채류,귤주스(천연과즙),100.00
D022055,과자 및 빵류,과자류,그래놀라(건조과일),100.00
D022054,과자 및 빵류,과자류,그래놀라(코코넛),100.00
D132004,무침류,숙채,근대나물(고추장),88.00
D052005,국(탕)류,된장국류,근대된장국,95.00
D052006,국(탕)류,된장국류,근대된장국(고추장),124.00
D052151,국(탕)류,된장국류,근대바지락살된장국,103.00
D103015,볶음류,채소 및 해조류볶음,근대볶음,103.00
D051236,국(탕)류,맑은국류,근대콩나물국,43.00
D052094,국(탕)류,된장국류,근대토장국,77.81
D014130,밥류,비빔밥 및 볶음밥류,근채류주먹밥,289.00
D211005,과일 및 과일가공품,과일류,금귤,100.00
D201029,음료류,기타 음료류,기능성음료,100.00
D093042,전류,채소류전,기장 감자채전,176.00
D102045,볶음류,육류 및 난류볶음,기장 난자완스,192.30
D012059,밥류,잡곡밥류,기장 영양밥,210.00
D095036,전류,기타 전류,기장두부패티,212.70
D012002,밥류,잡곡밥류,기장밥,205.00
D230074,떡류,떡류,기장밥 인절미,134.50
D012079,밥류,잡곡밥류,기장보리밥,98.00
D016019,밥류,김(초)밥,기장상추주먹밥,222.60
D012080,밥류,잡곡밥류,기장현미밥,98.00
D016027,밥류,김(초)밥,김가루주먹밥,92.50
D083002,구이류,기타 구이류,김구이,4.00
D051012,국(탕)류,맑은국류,김국,75.00
D083034,구이류,기타 구이류,김말이두부스테이크,442.30
D125001,튀김류,해조류튀김,김말이튀김,77.00
D016001,밥류,김(초)밥,김밥(게맛살),283.00
D016002,밥류,김(초)밥,김밥(비엔나소시지),289.00
D016003,밥류,김(초)밥,김밥(어묵),280.00
D016004,밥류,김(초)밥,김밥(햄),276.00
D014048,밥류,비빔밥 및 볶음밥류,김밥볶음밥,111.80
D125002,튀김류,해조류튀김,김부각,20.00
D022032,과자 및 빵류,과자류,김전병(과자),100.00
D016024,밥류,김(초)밥,김주먹밥,35.80
D063001,찌개류,된장찌개류,김치된장찌개(고추장),126.00
D032002,면 및 만두류,만두류,김치만두,180.00
D013007,밥류,채소밥류,김치밥,205.00
D103016,볶음류,채소 및 해조류볶음,김치볶음,54.00
D103017,볶음류,채소 및 해조류볶음,김치볶음(돼지고기),95.00
D103018,볶음류,채소 및 해조류볶음,김치볶음(참치),89.00
D014115,밥류,비빔밥 및 볶음밥류,김치볶음밥&달걀후라이,255.32
D014001,밥류,비빔밥 및 볶음밥류,김치볶음밥(돼지고기),357.00
D014036,밥류,비빔밥 및 볶음밥류,김치볶음밥(콩나물),160.30
D014002,밥류,비빔밥 및 볶음밥류,김치볶음밥(콩나물),280.50
D180059,장류,양념류,김치양념장,121.00
D105023,볶음류,기타 볶음류,김치양배추볶음,46.90
D093005,전류,채소류전,김치전,258.00
D064003,찌개류,전골류,김치전골(돼지고기),207.00
D064004,찌개류,전골류,"김치전골(돼지고기, 떡)",217.00
D065003,찌개류,기타찌개류,김치찌개(돼지고기),146.00
D065004,찌개류,기타찌개류,"김치찌개(돼지고기, 된장)",171.00
D065005,찌개류,기타찌개류,김치찌개(어묵),188.00
D065006,찌개류,기타찌개류,김치찌개(참치),160.00
D065043,찌개류,기타찌개류,김치콩비지찌개,40.10
D051013,국(탕)류,맑은국류,김칫국(돼지고기),156.00
